id,original,translation,approved,drift_score,validation_score
I0769,Enjoy wild flights of fantasy,奔放な空想を楽しむ,1,4.00,4.00
I0770,Enjoyed life,人生を楽しんでいた,,4.00,3.00
I0771,Enrolled in a course of study,何かを学ぶ講座に登録する,1,4.00,4.33
I0772,Entertained six or more people,6人以上をもてなす,,5.00,3.33
I0773,Establish time schedules,時間割を作る,1,4.00,5.00
I0774,Examine my motives constantly,自分の動機を常に吟味する,,5.00,3.00
I0775,Excel in nothing at all,何一つ秀でていない,1,4.00,4.00
I0776,Excel in what I do,自分のすることで優れている,,5.00,3.00
I0777,Exercised for 40 minutes or longer,40分以上運動する,1,5.00,5.00
I0778,Expect dedicated work from others,他者に献身的な仕事を求める,,2.00,2.33
I0779,Expect nothing less than perfection,完璧以外は認めない,1,5.00,4.00
I0780,Expect the worst,最悪の事態を予想する,1,5.00,5.00
I0781,Expect things to fail,物事がうまくいかないと予想する,1,4.00,3.67
I0782,Experience deep emotions when I see beautiful things,美しいものを見ると深く感動する,1,4.00,5.00
I0783,Experience my emotions intensely,感情を強く感じる,1,5.00,4.00
I0784,Experience very few emotional highs and lows,感情の起伏がほとんどない,1,4.00,5.00
I0785,Explain scientific concepts to others,科学的概念を他者に説明する,1,5.00,4.33
I0786,Express childlike joy,子どものような喜びを表現する,1,5.00,3.67
I0787,Express my affection physically,愛情を身体的に表現する,,5.00,3.33
I0788,Express my happiness in a childlike manner,幸せを子どものように表現する,,5.00,3.33
I0789,Express my thanks to those who care about me,自分を気にかけてくれる人に感謝を伝える,1,4.00,5.00
I0790,Express myself easily,自分を容易に表現する,,5.00,2.33
I0791,Face danger confidently,危険に自信を持って立ち向かう,,5.00,3.00
I0792,Face physical danger,身体的な危険に立ち向かう,1,5.00,3.67
I0793,Face problems directly,問題に正面から向き合う,1,5.00,4.67
I0794,Fail to notice beauty until others comment on it,他人に言われるまで美しさに気づかない,,4.00,3.33
I0795,Fear for the worst,最悪の事態を心配する,,3.00,4.67
I0811,Feel isolated from other people,他者から孤立していると感じる,1,5.00,5.00
I0812,Feel it's important to live in a world of beauty,美しい世界で生きることが大切だと思う,1,4.00,3.67
I0813,Feel it's OK that some people don't like me,嫌われても平気だと思う,,3.00,3.33
I0814,Feel like a loser if I compromise,妥協すると負けた気分になる,1,5.00,5.00
I0815,Feel like an imposter,自分が偽物のように感じる,1,4.00,4.00
I0816,Feel like my imagination can run wild,想像力が自由に広がる,,3.00,5.00
I0817,Feel like people often are out to get something from me,人が自分から何かを得ようとしていると感じる,1,5.00,4.33
I0818,Feel little concern for others,他者への関心が薄い,,3.00,5.00
I0819,Feel lucky most of the time,たいてい運が良いと感じる,1,5.00,5.00
I0820,Feel my anxiety overwhelms me,不安に圧倒される,1,4.00,4.67
I0821,Feel other people's joy,他人の喜びを感じ取る,,5.00,3.33
I0822,Feel others' emotions,他人の感情を感じ取る,1,5.00,3.67
I0823,Feel others�f emotions,他人の感情を感じ取る,1,5.00,3.67
I0824,Feel restless a lot of the time,落ち着かないことが多い,1,5.00,4.33
I0825,Feel short-changed in life,人生で損をしていると感じる,1,4.00,4.33
I0826,Feel spiritally connected to other people,他人と精神的につながりを感じる,1,5.00,4.33
I0827,Feel sympathy for those who are worse off than myself,自分より恵まれない人に同情する,1,5.00,5.00
I0828,Feel thankful for what I have received in life,人生で受けたものに感謝する,1,5.00,5.00
I0829,Feel that cutting myself helps me feel better,自傷行為で楽になると感じる,,3.00,4.00
I0830,Feel that I have a lot of inner strength,内面的な強さを持っている,1,4.00,3.67
I0831,Feel that I have to repeat certain numbers,特定の数字を繰り返さずにいられない,,3.00,3.00
I0832,Feel that I'm unable to deal with things,物事に対処できないと感じる,1,5.00,5.00
I0833,Feel that most people can't be trusted,ほとんどの人は信用できないと感じる,1,5.00,5.00
I0834,Feel that my interests change quickly,興味がすぐに変わる,1,4.00,5.00
I0835,Feel that my life lacks direction,人生に方向性がないと感じる,1,5.00,5.00
I0836,Feel that my worry and anxiety is out of control,心配や不安が制御できない,1,4.00,4.00
I0837,Feel that nothing seems to make me feel good,何をしても気分が良くならない,,3.00,4.67
I0838,Feel that others are beneath me,他人を自分より下だと感じる,1,5.00,4.67
I0839,Feel that others are out to get me,他人が自分を陥れようとしていると感じる,,3.00,4.67
I0840,Feel that people have a hard time understanding,人に理解されにくいと感じる,,2.00,4.33
I0841,Feel that people have a hard time understanding me,人に理解されにくいと感じる,1,5.00,4.33
I0842,Feel that practice is as important as performance,練習は本番と同じくらい大切だと考える,1,4.00,5.00
I0843,Feel that there are good and bad numbers,良い数字と悪い数字があると感じる,1,5.00,4.33
I0844,Feel that too much modesty gets a person in trouble,謙虚すぎると問題になると思う,1,4.00,4.67
I0845,Feel that work is not an important part of my life,仕事は人生の重要な部分ではないと思う,1,4.00,5.00
I0846,Feel threatened easily,脅威を感じやすい,,5.00,3.33
I0847,Feel up to any task,どんな課題にも取り組める,1,4.00,5.00
I0848,Felt as though I was looking at the world through a fog so that?people and objects appeared far away or unclear,霧を通して世界を見ているように感じ、人や物が遠くぼやけて見えた,1,5.00,4.00
I0849,Felt depressed,憂うつだった,1,5.00,5.00
I0850,Felt fearful,恐怖を感じた,1,5.00,5.00
I0851,Felt happy,幸せを感じた,,5.00,3.33
I0852,Felt hopeful about the future,将来に希望を持った,,5.00,3.33
I0853,Felt like I was disconnected from my body,体から切り離された感覚があった,1,5.00,3.67
I0854,Felt like I was dreaming when I was awake,起きているのに夢を見ている感覚があった,1,5.00,3.67
I0855,Felt lonely,孤独を感じた,,5.00,3.33
I0856,Felt sad,悲しみを感じた,,4.00,3.33
I0857,Felt that everything I did was an effort,何をするにも努力が必要だった,,3.00,3.33
I0858,Felt that I could not move my hands or feet,手足を動かせない感覚があった,1,4.00,3.67
I0859,"Felt that I could not shake off the blues, even with help from my family or friends",家族や友人の助けでも憂うつから抜け出せなかった,,3.00,2.67
I0860,Felt that people disliked me,人から嫌われていると感じた,,5.00,3.33
I0861,Find fault with everything,すべてに難癖をつける,,5.00,3.33
I0862,Find few things in my life to be grateful for,感謝できることがほとんどない,1,4.00,4.00
I0863,Find it difficult showing people that I care about them,思いやりを示すのが苦手だ,,3.00,5.00
I0864,Find it difficult showing people that I'm angry with them,怒りを表に出すのが苦手だ,1,4.00,5.00
I0865,Find it difficult to approach others,人に近づくのが苦手だ,,3.00,4.33
I0866,Find it difficult to compromise in policy debates,政策論争で妥協しにくい,,5.00,3.00
I0867,Find it difficult to consider as valid opinions that differ from my own,自分と違う意見を認めにくい,,3.00,3.67
I0868,Find it difficult to entertain myself,自分を楽しませるのが苦手だ,,4.00,3.33
I0869,Find it difficult to get down to work,仕事に取りかかるのが苦手だ,1,4.00,5.00
I0870,Find it difficult to manipulate others,人を操るのが苦手だ,1,5.00,3.67
I0871,Find it difficult to organize tasks and activities,作業や活動の段取りが難しい,1,5.00,4.67
I0872,Find it difficult to sit still for long periods of time,長時間じっと座っていられない,1,4.00,3.67
I0873,Find it difficult to touch an object that has been touched by other,他人が触れた物に触ることに抵抗がある,1,4.00,5.00
I0874,Find it easy to manipulate others,他人を操作することが得意だ,1,4.00,4.00
I0875,Find it hard to forgive others,他人を許すことが難しい,1,5.00,4.67
I0876,Find it hard to stay in a bad mood if the people around me are happy,周囲が楽しそうだと機嫌が悪いままでいられない,,4.00,3.33
I0877,Find it necessary to please the people who have power,権力者に気に入られる必要があると感じる,1,4.00,4.67
I0878,Find nothing excites me,何もワクワクしない,1,5.00,4.67
I0879,Find political discussions interesting,政治的な議論が興味深い,1,5.00,4.33
I0880,"Find that I sometimes sit staring off into space, thinking of?nothing, and am not aware of the passage of time",ぼんやり空を見つめ何も考えず時間が経つのに気づかないことがある,,3.00,2.67
I0881,Find that in certain situations I am able to do things with?amazing ease and spontaneity that would usually be difficult?for me,特定の状況では、普段困難なことが驚くほど容易かつ自然にできる,,5.00,2.67
I0882,Find that in one situation I act so differently from when I'm in another situation that I feel almost as if I were two different?people,状況によって別人のように振る舞うことがある,,3.00,4.67
I0883,Find that it takes a lot to make me feel angry at someone,人に対して怒りを感じにくい,,3.00,3.67
I0884,Find that my thoughts are racing,思考が加速する,1,4.00,5.00
I0885,Find the world a very interesting place,世界は非常に興味深いと感じる,1,5.00,4.00
I0886,Finish tasks quickly,課題を素早く終わらせる,1,5.00,5.00
I0887,Finish things despite obstacles in the way,障害があっても物事を最後までやり遂げる,1,4.00,5.00
I0888,Finish what I start,始めたことを最後までやり遂げる,1,4.00,5.00
I0889,Follow a schedule,スケジュール通りに行動する,1,4.00,5.00
I0890,Follow directions,指示に従う,1,5.00,5.00
I0891,Follow orders,指示に従う,1,5.00,4.00
I0892,Follow the rules,規則を守る,1,5.00,4.33
I0893,Follow through on my commitments,約束を最後までやり遂げる,1,4.00,4.00
I0894,Follow through with my plans,計画を最後まで実行する,1,4.00,5.00
I0895,Forego things that are bad for me in the long run even if they make me feel good in the short run,短期的に心地よくても長期的に悪影響なものは避ける,,4.00,2.67
I0896,Forget things,物事を忘れることがある,1,4.00,5.00
I0897,Formulate ideas clearly,考えを明確にまとめる,1,4.00,3.67
I0898,Found evidence that I had done things that I did not remember?doing,記憶にない行動をした証拠を見つけたことがある,1,5.00,3.67
I0899,Found myself dressed in clothes I didn't remember putting on,着た記憶のない服を着ていたことがある,1,5.00,4.67
I0900,Found myself in a place and had no idea how I had gotten there,どうやって来たか分からない場所にいたことがある,1,5.00,5.00
I0901,Found new things among my belongings that I didn't remember?buying,買った記憶のない物が持ち物の中にある,1,4.00,4.67
I0902,Found that I became so involved in a fantasy or daydream that it?felt like it was really happening to me,空想や白昼夢に没入し現実のように感じる,1,4.00,4.00
I0903,Found that I could not remember whether I had done something or?had just thought about doing that thing,実際に行ったか考えただけか思い出せない,1,5.00,4.67
I0904,"Found that I had no memory for some important event in my life?(for example, a wedding or graduation)",人生の重要な出来事の記憶がない,1,4.00,4.67
I0905,Found that I heard voices inside my head that told me to do things?or commented on things that I was doing,頭の中で指示や批評をする声が聞こえる,,3.00,4.33
I0906,Found that I was able to ignore pain,痛みを無視できる,1,5.00,5.00
I0907,Found that when I was watching television or a movie I became so?absorbed in the story that I was unaware of other events?happening around me,テレビや映画に没頭し周囲に気づかなくなる,1,4.00,4.33
I0908,"Found writings, drawings, or notes among my belongings that I must?have done but cannot remember doing",自分が書いた記憶のない文章や絵がある,1,4.00,4.67
I0909,Frequently drop things,よく物を落とす,1,5.00,5.00
I0910,Frequently forget to do things,よく忘れ物をする,,3.00,5.00
I0911,Frequently get things mixed up in my head,頭の中で物事がごちゃごちゃになることが多い,1,5.00,5.00
I0912,Frequently have thoughts about killing myself,自殺について考えることがよくある,1,5.00,5.00
I0913,Gambled on a slot machine or video poker game,スロットマシンやビデオポーカーで賭けをした,1,5.00,3.67
I0914,Gambled with cards or dice,カードやサイコロで賭けをした,1,5.00,3.67
I0915,Gardened,ガーデニングをした,1,5.00,3.67
I0916,Gave a blessing at a meal,食事の前に祈りを捧げた,,3.00,3.33
I0917,Generally focus on the negative side of things,物事の否定的な面に注目しがちだ,1,5.00,5.00
I0918,Generally trust my partners to be faithful to me,パートナーの誠実さを信頼する,,3.00,5.00
I0919,Get a head start on others,他人より先手を打つ,1,5.00,4.00
I0920,Get a thrill out of doing things that might kill me,命の危険がある行為にスリルを感じる,1,4.00,5.00
I0921,Get along well with others,他者とうまくやっていく,1,5.00,4.33
I0922,Get along well with people I have just met,初対面の人ともうまくやっていく,1,5.00,4.67
I0923,Get angry easily,怒りやすい,1,5.00,5.00
I0924,Get annoyed at the slightest provocation,些細なことでイライラする,1,4.00,5.00
I0925,Get annoyed with others' behaviors,他人の行動にイライラする,1,5.00,5.00
I0926,Get as excited about the good fortunes of others as I am about my own,他人の幸運を自分のことのように喜ぶ,1,4.00,4.67
I0927,Get back at others,仕返しをする,1,4.00,3.67
I0928,Get back at people who insult me,侮辱されたら仕返しをする,1,4.00,4.67
I0929,Get bored easily,飽きやすい,1,5.00,5.00
I0930,Get caught up in my problems,自分の問題に囚われる,1,5.00,3.67
I0931,Get caught up in the excitement when others are celebrating,周りが喜んでいると興奮する,,4.00,3.00
I0932,Get chills when I hear about acts of great generosity,寛大な行為の話を聞くと感動する,,3.00,4.67
I0933,Get chores done right away,雑用をすぐに片付ける,1,5.00,5.00
I0934,Get confused easily,混乱しやすい,1,5.00,5.00
I0935,Get deeply immersed in music,音楽に深く没入する,1,5.00,4.00
I0936,Get easily agitated,イライラしやすい,1,4.00,5.00
I0937,Get even with others,仕返しをする,,5.00,3.33
I0938,Get excited by new ideas,新しいアイデアにわくわくする,1,5.00,5.00
I0939,Get fed up easily,うんざりしやすい,1,5.00,5.00
I0940,Get furious,激怒することがある,1,4.00,5.00
I0941,Get impatient when others talk to me about their problems,人が悩みを話すとイライラする,1,4.00,4.00
I0942,Get in trouble with the law,法律に触れる行為をする,,3.00,3.67
I0943,Get into moods where I feel very speeded up and irritable,気分が高揚してイライラすることがある,,3.00,4.67
I0944,Get irritated easily,イライラしやすい,1,5.00,5.00
I0945,Get jealous easily,嫉妬しやすい,1,5.00,5.00
I0946,Get lost in my dreams,夢想にふける,,3.00,3.67
I0947,Get others to do my duties,自分の仕事を人にやらせる,1,5.00,4.67
I0948,Get out of control,自制心を失うことがある,1,4.00,5.00
I0949,Get overwhelmed by emotions,感情に圧倒されることがある,1,5.00,5.00
I0950,Get puzzled by my own thoughts and feelings,自分の考えや感情に戸惑う,1,4.00,3.67
I0951,Get so happy or energetic that I am almost giddy,ほとんど浮かれるほど幸せで活動的になる,,3.00,2.00
I0952,Get so involved with things that I forget the time,物事に没頭して時間を忘れる,1,5.00,5.00
I0953,Get started quickly on doing a job,仕事にすぐ取りかかる,1,4.00,5.00
I0954,Get stressed out easily,ストレスを感じやすい,1,5.00,5.00
I0955,Get things done quickly,物事を素早く仕上げる,1,5.00,5.00
I0956,Get to work at once,すぐに仕事に取りかかる,1,5.00,5.00
I0957,Get upset by unpleasant thoughts that come into my mind,不快な考えが浮かんで動揺する,1,5.00,4.00
I0958,Get upset easily,動揺しやすい,1,5.00,5.00
I0959,Get upset if objects are not arranged properly,物が正しく配置されていないと動揺する,,5.00,3.33
I0960,Get upset if others change the way that I have arranged things,自分の配置を他人に変えられると動揺する,,4.00,2.33
I0961,Give everyone a chance,誰にでも機会を与える,1,5.00,4.00
I0962,Give in to my urges,衝動に負けてしまう,1,4.00,5.00
I0963,Give in to no one,誰にも屈しない,,4.00,3.00
I0964,Give up easily,すぐに諦めてしまう,1,4.00,5.00
I0965,Go my own way,我が道を行く,,5.00,3.00
I0966,Go on binges,度を越すことがある,,3.00,4.00
I0967,Go on nature walks,自然の中を散歩する,1,5.00,3.67
I0968,Go out of my way for others,人のために尽くす,,3.00,4.33
I0969,Go out of my way to attend educational events,教育的イベントに積極的に参加する,,4.00,3.00
I0970,Go out of my way to cheer up people who appear down,落ち込んでいる人を元気づける,1,4.00,5.00
I0971,Go straight for the goal,目標に向かって一直線に進む,1,5.00,5.00
I0972,Got in trouble a lot at school,学校でよく問題を起こした,1,4.00,5.00
I0973,Grumble about things,物事に不平を言う,1,5.00,4.00
I0974,Guide my life using religious scriptures,宗教の教えに従って生活する,,3.00,5.00
I0975,Habitually blow my chances,習慣的にチャンスを逃してしまう,1,4.00,4.00
I0976,Had a hangover,二日酔いになったことがある,1,4.00,5.00
I0977,Had a poor appetite,食欲がなかった,1,4.00,4.33
I0978,Had crying spells,突然泣き出すことがあった,,3.00,5.00
I0979,Had restless sleep,落ち着かない眠りだった,1,5.00,4.00
I0980,Had someone over for dinner,人を家に招いて食事した,1,4.00,5.00
I0981,Had the experience of being accused of lying when I did not think?I had lied,嘘をついていないのに嘘つき呼ばわりされた経験がある,1,4.00,4.33
I0982,Had the experience of being in a familiar place but finding it?strange and unfamiliar,見慣れた場所が奇妙で見知らぬ場所に感じられた経験がある,1,5.00,4.67
I0983,"Had the experience of feeling as though I was standing next to?myself, or watching myself as if I was looking at a different?person",自分の隣に立って別人のように自分を見ている感覚を経験したことがある,,5.00,3.33
I0984,Had the experience of feeling that my body did not belong to me,自分の身体が自分のものでないように感じた経験がある,1,5.00,4.67
I0985,"Had the experience of feeling that other people, objects, and the?world around me were not real",他人や物、周囲の世界が現実でないように感じた経験がある,1,5.00,4.67
I0986,Had the experience of looking in a mirror and not recognizing?myself,鏡を見ても自分だと認識できなかった経験がある,1,5.00,4.67
I0987,"Had the experience of not being sure whether things I remember?happening really did happen, or whether I just dreamed them",実際に起きたことか夢だったか確信が持てない記憶がある,1,4.00,5.00
I0988,Had the experience of remembering a past event so vividly that it?felt like I was reliving that event,過去の出来事をまるで再体験しているかのように鮮明に思い出すことがある,1,4.00,5.00
I0989,Had thoughts about death,死について考えることがある,1,4.00,5.00
I0990,Had trouble keeping my mind on what I was doing,取り組んでいることに集中し続けられない,1,4.00,4.33
I0991,Handle tasks smoothly,タスクを円滑にこなす,1,5.00,4.67
I0992,Hang around doing nothing,何もせずぶらぶらする,1,4.00,5.00
I0993,Hang up the phone on people,人に電話を一方的に切る,,4.00,2.00
I0994,Hate being the center of attention,注目の的になるのが嫌だ,1,4.00,4.00
I0995,Hate surprises,予期しないことが嫌いだ,,3.00,4.00
I0996,"Hate to see anyone suffer, even my worst enemy",たとえ最悪の敵でも苦しむのを見たくない,1,4.00,4.00
I0997,Hate to seem pushy,押しつけがましく見られたくない,1,4.00,4.33
I0998,Have a broad outlook on what is going on,物事を広い視野で捉える,1,4.00,5.00
I0999,Have a dark outlook on the future,将来を暗く見てしまう,1,4.00,4.33
I1000,Have a good memory for things I've done throughout the day,一日の出来事をよく覚えている,,3.00,5.00
I1001,Have a good word for everyone,誰に対しても良い言葉をかける,1,4.00,4.00
I1002,Have a great sense of humor,ユーモアのセンスがある,1,4.00,5.00
I1003,Have a high opinion of myself,自分を高く評価している,1,5.00,3.67
I1004,Have a lot of fun,楽しいことが多い,,3.00,5.00
I1005,Have a low opinion of myself,自分を低く評価している,1,5.00,4.00
I1006,Have a mature view on life,人生観が成熟している,1,5.00,4.33
I1007,Have a mouth that gets me into trouble,口が災いを招くことがある,1,4.00,5.00
I1008,Have a natural talent for influencing people,人に影響を与える才能がある,1,5.00,4.33
I1009,Have a pleasing physique,魅力的な体格をしている,,4.00,3.33
I1010,Have a point of view all my own,独自の視点を持っている,1,4.00,5.00
I1011,Have a poor vocabulary,語彙が乏しい,1,5.00,3.67
I1012,Have a rebellious side that gets me into trouble,反抗的な面があり問題を起こす,,3.00,3.33
I1013,Have a reputation for asking inappropriate questions,不適切な質問をすると評判だ,,5.00,3.00
I1014,Have a rich vocabulary,語彙が豊富だ,1,5.00,3.67
I1015,Have a sharp tongue,辛辣なことを言う,,3.00,4.67
I1016,Have a slow pace to my life,ゆっくりとしたペースで生活する,1,5.00,4.67
I1017,Have a soft heart,心が優しい,1,4.00,3.67
I1018,Have a strong need for power,権力への欲求が強い,,5.00,3.33
I1019,Have a strong personality,個性が強い,1,5.00,3.67
I1020,Have a violent temper,激しい気性を持つ,1,4.00,3.67
I1021,Have a vivid imagination,想像力が豊かだ,1,4.00,5.00
I1022,Have already gotten more than I deserve,既に十分すぎるものを得ている,,3.00,3.00
I1023,Have always been a rule-breaker,昔からルールを破ってきた,1,5.00,3.67
I1024,Have an excellent view of the world,世界を優れた視点で見ている,,4.00,2.33
I1025,Have an eye for detail,細部に目が届く,,3.00,5.00
I1026,Have an imagination that stretches beyond that of my friends,友人より想像力が豊かだ,1,5.00,3.67
I1027,"Have an intense, boisterous laugh",激しく豪快に笑う,1,5.00,4.00
I1028,Have an uncommon ability to persuade or inspire others,人を説得し鼓舞する力がある,1,4.00,4.33
I1029,Have been described as wise beyond my years,年齢以上に賢いと言われる,1,5.00,4.33
I1030,Have been left speechless by the beauty depicted in a movie,映画の美しさに言葉を失う,1,4.00,4.67
I1031,Have been richly blessed in my life,人生で多くの恵みを受けてきた,1,5.00,4.67
I1032,Have been told I'm not listening when others are speaking to me,人が話している時に聞いていないと言われる,,5.00,3.33
I1033,Have been told that I am rigid and inflexible,頑固で融通が利かないと言われる,1,4.00,4.00
I1034,Have been told that my behavior often is bizarre,奇妙な行動をとると言われる,,4.00,3.33
I1035,Have crying fits,突然泣き出すことがある,1,4.00,5.00
I1036,Have days when I'm mad at the world,世界中に腹が立つ日がある,,5.00,3.33
I1037,Have difficulty accepting love from anyone,誰からの愛情も受け入れにくい,,5.00,3.33
I1038,Have difficulty expressing my feelings,自分の感情を表現しにくい,1,5.00,4.67
I1039,Have difficulty getting others to work together,人々をまとめるのが苦手だ,1,4.00,5.00
I1040,Have difficulty getting rid of nasty thoughts,嫌な考えが頭から離れにくい,1,4.00,4.67
I1041,Have difficulty imagining things,物事を想像しにくい,,5.00,3.00
I1042,Have difficulty keeping my attention on a task,課題に集中し続けられない,1,4.00,4.00
I1043,Have difficulty keeping things in mind,物事を覚えておけない,,3.00,3.67
I1044,Have difficulty showing affection,愛情を示しにくい,,5.00,3.00
I1045,Have difficulty starting tasks,課題に取りかかれない,1,4.00,4.00
I1046,Have difficulty understanding abstract ideas,抽象的な考えを理解しにくい,1,5.00,3.67
I1047,Have done many things for which I could have been (or was) arrested,逮捕されうる行為を何度もした,,4.00,2.00
I1048,Have excellent ideas,優れたアイデアを持つ,1,5.00,4.67
I1049,Have exploited others for my own gain,自分の利益のために他人を利用してきた,1,5.00,4.00
I1050,Have extra time on my hands,時間を持て余している,1,4.00,4.00
I1051,Have few interests,興味関心が少ない,,5.00,3.33
I1052,Have fixed opinions,意見を変えない,,3.00,3.67
I1053,Have frequent mood swings,気分の浮き沈みが激しい,1,4.00,5.00
I1054,Have great stamina,スタミナがある,1,4.00,4.33
I1055,Have had the feeling that I might not be human,自分が人間でないと感じることがある,1,4.00,4.67
I1056,Have had the feeling that I was someone else,自分が別人だと感じることがある,1,5.00,5.00
I1057,Have leadership abilities,リーダーシップがある,1,4.00,4.33
I1058,Have little desire for sex or romance,恋愛や性に関心がない,1,4.00,4.00
I1059,Have little sympathy for the unemployed,失業者に同情しない,1,4.00,3.67
I1060,Have little to contribute,貢献できることが少ない,,5.00,3.33
I1061,Have little to say,話すことが少ない,1,5.00,4.33
I1062,Have medical problems that my doctors don't understand,医師も理解できない体調不良がある,,3.00,4.00
I1063,Have never deliberately hurt anyone,故意に人を傷つけたことがない,1,5.00,5.00
I1064,Have never engaged in gossip,噂話をしたことがない,1,4.00,5.00
I1065,Have never given bad advice to a friend,友人に悪い助言をしたことがない,1,5.00,5.00
I1066,Have no plan for my life five years from now,5年後の人生設計がない,1,5.00,4.67
I1067,Have no special urge to do something original,独創的なことをしたい気持ちがない,,3.00,4.67
I1068,Have no sympathy for criminals,犯罪者に同情しない,1,5.00,4.67
I1069,Have no trouble eating healthy foods,健康的な食事を摂ることに苦労しない,1,4.00,3.67
I1070,Have not created something of beauty in the last year,この1年で美しいものを創作していない,1,5.00,4.33
I1071,Have noticed that I put my work ahead of too many other things,仕事を他のことより優先しすぎてしまう,,3.00,4.67
I1072,Have overcome pain and disappointment,苦痛や失望を乗り越えてきた,1,5.00,5.00
I1073,Have persuaded others to do something really adventurous or crazy,冒険的で無謀なことを人に勧める,,2.00,4.00
I1074,Have read a lot,たくさん本を読んできた,1,5.00,5.00
I1075,Have read the great literary classics,文学の古典的名作を読んだことがある,1,4.00,4.67
I1076,Have recently found an original solution to a problem in my life,最近、生活上の問題に独創的な解決策を見つけた,1,4.00,5.00
I1077,Have some bad habits,悪い習慣がある,1,5.00,5.00
I1078,Have sometimes had to tell a lie,嘘をつかざるを得なかったことがある,1,5.00,5.00
I1079,Have spent at least 30 minutes in the last 24 hours in prayer or meditation,過去24時間で少なくとも30分、祈りや瞑想をした,1,5.00,4.00
I1080,Have taken frequent stands in the face of strong opposition,強い反対に直面しても頻繁に立場を貫く,1,4.00,4.33
I1081,Have the ability to make others feel interesting,他人を面白い存在だと感じさせる,,2.00,2.00
I1082,Have the power to cast spells on others,他者に呪文をかける力を持つ,,5.00,1.00
I1083,Have thoughts of injuring myself,自分を傷つけたいと思うことがある,1,4.00,5.00
I1084,Have time for play and relaxation,遊びやリラックスの時間を持つ,1,5.00,4.33
I1085,Have too many things to do,やるべきことが多すぎる,1,5.00,4.33
I1086,Have trouble getting interested in things,物事に興味を持ちにくい,1,4.00,5.00
I1087,Have trouble guessing how others will react,他人の反応を予測しにくい,,4.00,3.33
I1088,Have unpredictable emotions and moods,感情や気分が予測できない,1,4.00,3.67
I1089,Have urges to cut myself,自分を切りたい衝動がある,1,5.00,5.00
I1090,Have written a suicide note,遺書を書いたことがある,1,5.00,4.67
I1091,Hear voices talking about me when nobody is really there,誰もいないのに自分の噂話が聞こえる,1,4.00,4.00
I1092,Help others learn new ideas,新しいアイデアを学ぶ手助けをする,,3.00,4.00
I1093,Help people make career decisions,キャリアの決断を手助けする,1,4.00,4.00
I1094,Helped a neighbor in the last month,この1ヶ月で隣人を助けた,1,5.00,3.67
I1095,Hide my real intentions,本心を隠す,,3.00,5.00
I1096,Hold a grudge,恨みを持ち続ける,1,5.00,4.67
I1097,Hold back my opinions,意見を控える,1,4.00,4.67
I1098,Hold grudges,根に持つ,1,5.00,5.00
I1099,Hug my close friends,親しい友人を抱きしめる,1,5.00,4.33
I1100,Hurt people,人を傷つける,1,5.00,4.67
I1101,I am known for saying offensive things,人を不快にさせる発言をする,,3.00,3.67
I1102,"I feel as if my body, or a part of it, has disappeared",体や体の一部が消えた感じがする,1,4.00,3.67
I1103,I have intentionally done myself physical harm,意図的に自分の体を傷つけたことがある,1,4.00,4.33
I1104,I have no will to live,生きる意志がない,1,5.00,3.67
I1105,Immediately feel sad when hearing of an unhappy event,不幸な出来事を聞くとすぐ悲しくなる,1,4.00,4.00
I1106,Impose my will on others,自分の意志を他人に押しつける,1,5.00,4.33
I1107,Indulge in my fantasies,空想にふける,1,5.00,5.00
I1108,Inquire about others' well-being,他人の様子を気にかける,,3.00,5.00
I1109,Insist that others do things my way,他人に自分のやり方を強要する,1,5.00,4.33
I1110,Instruct parents on child care,親に子育ての助言をする,1,4.00,3.67
I1111,Insult people,人を侮辱する,1,5.00,4.67
I1112,Interested in many things,多くのことに興味を持つ,1,5.00,5.00
I1113,Interfere in other people's business,他人の問題に干渉する,1,4.00,5.00
I1114,Investigate all possibilities,あらゆる可能性を検討する,1,4.00,5.00
I1115,Involve others in what I am doing,自分の活動に他者を巻き込む,1,5.00,5.00
I1116,Ironed linens or clothes,リネンや衣類にアイロンをかける,1,5.00,3.67
I1117,Joke around a lot,よく冗談を言う,1,5.00,5.00
I1118,Judge myself more harshly than others do,他人より厳しく自分を評価する,1,5.00,5.00
I1119,Judge people by their appearance,外見で人を判断する,1,5.00,5.00
I1120,Jump into things without thinking,考えずに物事に飛び込む,1,5.00,5.00
I1121,Just know that I will be a success,成功すると確信している,,4.00,3.00
I1122,Keep a cool head,冷静でいられる,1,4.00,4.67
I1123,Keep a diary or journal,日記をつける,1,5.00,5.00
I1124,Keep a sharp eye on others' work,他人の仕事を細かくチェックする,1,4.00,5.00
I1125,Keep detailed records,詳細な記録をつける,1,5.00,5.00
I1126,Keep improving myself,自分を向上させ続ける,1,5.00,4.67
I1127,Keep in the background,目立たないようにする,1,4.00,5.00
I1128,Keep my appointments,約束を守る,,3.00,5.00
I1129,Keep my checkbook balanced,家計簿の収支を合わせる,,3.00,4.33
I1130,Keep my cool,冷静さを保つ,1,4.00,5.00
I1131,Keep my emotions under control,感情をコントロールする,,5.00,3.00
I1132,Keep my faith even during hard times,困難な時でも信仰を保つ,1,5.00,4.00
I1133,"Keep my feelings to myself, regardless of how scared I am",怖くても感情を表に出さない,1,4.00,5.00
I1134,"Keep my feelings to myself, regardless of how unhappy I am",不幸でも感情を表に出さない,1,4.00,5.00
